intent,example
help,چیکار میتونی انجام بدی
help,دیگه چه امکاناتی داری؟
help,چیزی بلدی
help,چه کاری بلدی
help,چکاری ازت برمیاد؟
help,چه کاری بلد
help,من گفتم لیست کارهایی که بلدی بیار
help,خدماتت چیه؟
help,چکاری ازت بر میاد
help,چه  کاری ازت بر میاد
help,چه چیزهایی یاد گرفتی
help,ج کار میکنی
help,میگم چی بلدی
help,چه قابلیت هایی داری ؟
help,چت بات تهران من به چه دردی میخوره؟
help,چه سوالایی رو میتونی جواب بدی؟
cancel,نمی‌خواهم ادامه دهم
cancel,از ادامه‌ی این کار صرف‌نظر کردم
cancel,مایل به ادامه‌ی این فرآیند نیستم
cancel,انجام این کار را متوقف کن
cancel,نیازی به ادامه‌ی این کار ندارم
cancel,قصد ادامه دادن ندارم
cancel,تصمیم به توقف این کار گرفتم
cancel,از ادامه‌ی این مسیر صرف‌نظر کردم
cancel,این کار را ادامه نمی‌دهم
cancel,تصمیم به کنسل کردن دارم
cancel,انجام این کار دیگر ضروری نیست
cancel,ادامه‌ی این کار لازم نیست
cancel,لطفاً فرآیند را متوقف کنید
cancel,از پیگیری این مورد صرف‌نظر کردم
cancel,دیگر نیازی به ادامه ندارم
cancel,نمی‌خواهم این کار را انجام دهم
cancel,انجام این کار را نمی‌خواهم
cancel,از پیگیری این موضوع منصرف شدم
cancel,تصمیم به متوقف کردن این کار گرفتم
cancel,نیازی به ادامه‌ی این فرآیند ندارم
cancel,نمی‌خواهم این فرآیند را ادامه دهم
cancel,از ادامه دادن منصرف شدم
cancel,دیگر نمی‌خواهم این کار را پیش ببرم
cancel,لطفاً این کار را متوقف کنید
cancel,نیازی به ادامه‌ی این اقدام نیست
cancel,تصمیم به توقف فرآیند گرفتم
cancel,ادامه دادن این کار را نمی‌خواهم
cancel,انجام این کار را نمی‌پذیرم
cancel,دیگر قصد ادامه‌ی این مسیر را ندارم
cancel,لطفاً کار را کنسل کنید
cancel,از ادامه‌ی این اقدام معافم
cancel,از پیشبرد این کار منصرف شدم
cancel,دیگر نیازی به این کار ندارم
cancel,تصمیم به پایان دادن به این کار گرفتم
cancel,ادامه‌ی این موضوع لازم نیست
cancel,لطفاً پیگیری را متوقف کنید
cancel,از ادامه‌ی این برنامه منصرف شدم
cancel,انجام این فرآیند را متوقف کنید
cancel,نیازی به پیگیری این موضوع ندارم
cancel,از ادامه‌ی این پروژه صرف‌نظر کردم
cancel,دیگه نمی‌خوام ادامه بدم
cancel,بیخیال، ادامه نمی‌دم
cancel,نمی‌خوام دیگه پیگیری کنم
cancel,از پیگیریش صرف‌نظر کردم
cancel,لطفاً ادامه نده
cancel,نمی‌خوام این کارو انجام بدم
cancel,ولش کن، منصرف شدم
cancel,دیگه نیازی نیست ادامه بدی
cancel,نمی‌خوام پیش ببرم
cancel,کنسلش کن
cancel,دیگه ضرورتی نداره
cancel,بی‌خیال، نمی‌خوام ادامه بدم
cancel,پیگیری لازم نیست
cancel,نیازی به ادامه نیست
cancel,نظرم عوض شد، دیگه نمی‌خوام
cancel,لطفاً بیخیالش شو
cancel,از ادامه‌ی این کار منصرف شدم
cancel,دیگه ادامه نمی‌دم
cancel,کار رو متوقف کن
cancel,دیگه این مسیر رو نمی‌خوام پیش ببرم
cancel,دیگه نمی‌خوام کاری کنم
cancel,ادامه نده، منصرف شدم
cancel,نمی‌خوام دیگه پیش برم
cancel,دیگه نیاز نیست پیگیری کنی
cancel,بیخیالش شو
cancel,لطفاً ادامه نده
cancel,نظرم عوض شد، نمی‌خوام
cancel,از ادامه‌ دادن پشیمون شدم
cancel,دیگه نیازی نیست کاری کنی
cancel,ولش کن، نمی‌خوام ادامه بدم
cancel,بی‌خیال، نمی‌خوام دیگه
cancel,نیازی به ادامه‌ی کار نیست
cancel,لطفاً دیگه پیگیری نکن
cancel,نمی‌خوام بیشتر از این ادامه بدم
cancel,از ادامه منصرف شدم
cancel,ادامه‌ دادن لازم نیست
cancel,دیگه نمی‌خوام این مسیر رو برم
cancel,کاری نکن، منصرف شدم
cancel,دیگه نمی‌خوام پیگیری کنم
cancel,متوقفش کن، نمی‌خوام ادامه بدم
cancel,نمی‌خوام ادامه بدم
cancel,پشیمون شدم
cancel,دیگه نمی‌خوام
cancel,متوقفش کن
cancel,منصرف شدم
cancel,ادامه نده
cancel,کنسل کن
cancel,نمی‌خوام پیش برم
cancel,بیخیال
cancel,ولش کن
cancel,پیگیری نکن
cancel,نیاز نیست
cancel,متوقف
cancel,نه، نمی‌خوام
cancel,نظرم عوض شد
cancel,نمی‌خوام ادامه بدم
cancel,نیازی نیست
cancel,ادامه ندین
cancel,دست نگه دار
cancel,کارت رو متوقف کن
cancel,دیگه نمی‌خوام پیگیری کنم
cancel,بیخیالش شو
cancel,دیگه لازم نیست
cancel,نمی‌خوام ادامه بدم
cancel,ولش کن
cancel,پشیمون شدم، نمی‌خوام
cancel,پیگیری نکن
cancel,نمی‌خوام بیشتر ادامه بدم
cancel,لازم نیست ادامه بدی
cancel,ادامه ندین لطفاً
cancel,بی‌خیال شو
cancel,نمی‌خوام دیگه
cancel,لطفاً پیگیری نکن
cancel,دیگه نیازی نیست
cancel,پیگیری لازم نیست
cancel,بی‌خیال، نمی‌خوام
cancel,انجام نده
cancel,نیازی نیست پیگیری کنی
cancel,پیگیری نکن لطفاً
cancel,دیگه نمی‌خوام کاری کنم
cancel,نمی‌خوام ادامه بدم چون فکر می‌کنم این کار دیگه لازم نیست و بهتره وقت و انرژی‌م رو جای دیگه‌ای صرف کنم.
cancel,از ادامه‌ی این کار منصرف شدم چون به نظرم الان دیگه این موضوع اهمیت قبلی رو نداره.
cancel,مایل به ادامه‌ی این فرآیند نیستم چون احساس می‌کنم دیگه به نتیجه نمی‌رسیم و بهتره تمرکزمون رو به چیز دیگه‌ای معطوف کنیم.
cancel,ولش کن، چون فکر می‌کنم این مسیر دیگه به جایی نمی‌رسه و بهتره متوقفش کنیم.
cancel,بیخیال شدم و نمی‌خوام ادامه بدم چون حس می‌کنم این موضوع اهمیتش رو از دست داده.
cancel,نه نمی‌خوام اینکارو انجام بدم چون به نظرم دیگه ضرورتی نداره و می‌تونیم وقتمون رو به کار دیگه‌ای اختصاص بدیم.
cancel,نظر من عوض شد، نیازی به انجام این کار ندارم چون به نظرم دیگه این موضوع فوریت نداره.
cancel,نظرم عوض شد و دیگه نمی‌خوام ادامه بدم چون به این نتیجه رسیدم که این کار بی‌فایده است.
cancel,بیخیال شدم چون فکر می‌کنم این کار دیگه ارزشی نداره و بهتره تمرکز رو به جای دیگه‌ای منتقل کنیم.
cancel,توقف چون به نظرم دیگه نیازی به ادامه‌ی این کار نیست و می‌تونیم وقتمون رو بهتر استفاده کنیم.
cancel,متوقف کن چون احساس می‌کنم این مسیر به جایی نمی‌رسه و بهتره روش دیگه‌ای رو امتحان کنیم.
cancel,بی‌خیال شو چون به نظرم دیگه این موضوع ارزش پیگیری نداره و بهتره ازش صرف‌نظر کنیم.
cancel,هیچی ولش کن چون فکر می‌کنم این کار بی‌فایده است و بهتره به چیز دیگه‌ای بپردازیم.
cancel,کنسل کن چون دیگه به این نتیجه رسیدم که این کار فایده‌ای نداره و بهتره وقت رو هدر ندیم.
cancel,از ادامه دادن منصرف شدم چون به نظرم این کار دیگه اهمیت قبلی رو نداره و بهتره متوقفش کنیم.
cancel,تشکر ممنون نیازی به ادامه نیست چون به این نتیجه رسیدم که این موضوع دیگه مهم نیست و می‌تونیم وقتمون رو به کار دیگه‌ای اختصاص بدیم.
cancel,ادامه نده چون فکر می‌کنم این مسیر به جایی نمی‌رسه و بهتره روش دیگه‌ای رو امتحان کنیم.
cancel,نیازی نیست که ادامه دهی، منصرف شدم چون حس می‌کنم این کار دیگه ضروری نیست و بهتره تمرکز رو به جای دیگه‌ای منتقل کنیم.
